investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV004555,2024-09-01,120505,Sip,17814,Uttar Pradesh,Lucknow,T30,36-45,Female,24.4,UPI,Pending
INV000490,2024-09-01,119095,Sip,24512,Delhi,New Delhi,T30,26-35,Male,10.0,Cheque,Pending
INV004620,2024-09-01,102886,Sip,897,Maharashtra,Pune,T30,36-45,Male,58.6,Net Banking,Pending
INV002159,2024-09-02,118635,Sip,21392,Haryana,Gurugram,T30,26-35,Male,7.0,UPI,Pending
INV002105,2024-09-02,118633,Redemption,288896,Haryana,Gurugram,T30,18-25,Female,3.7,UPI,Pending
INV004434,2024-09-02,100016,Sip,6983,Gujarat,Surat,T30,46-55,Male,17.7,Cheque,Pending
INV001993,2024-09-02,101206,Lumpsum,187705,Uttar Pradesh,Agra,B30,36-45,Female,44.2,Mandate,Pending
INV002530,2024-09-03,102887,Sip,5775,Telangana,Hyderabad,T30,36-45,Male,53.9,UPI,Pending
INV001798,2024-09-03,148567,Sip,10753,Tamil Nadu,Chennai,T30,36-45,Female,21.3,Mandate,Pending
INV002211,2024-09-03,100016,Lumpsum,245517,Gujarat,Surat,T30,26-35,Male,11.3,UPI,Pending
INV003995,2024-09-03,101207,Redemption,448180,Uttar Pradesh,Agra,B30,36-45,Female,33.8,UPI,Pending
INV004608,2024-09-03,101208,Sip,9046,Karnataka,Bangalore,T30,26-35,Female,23.3,Net Banking,Pending
INV001028,2024-09-03,100016,Sip,10121,Rajasthan,Jaipur,T30,46-55,Female,67.4,Mandate,Pending
INV004932,2024-09-03,100033,Sip,16353,Tamil Nadu,Chennai,T30,26-35,Female,21.1,Mandate,Pending
INV001206,2024-09-03,125498,Lumpsum,27115,Delhi,Noida,T30,26-35,Male,11.7,Mandate,Pending
INV004138,2024-09-03,100016,Lumpsum,526229,Madhya Pradesh,Indore,T30,36-45,Male,18.2,Cheque,Pending
INV003835,2024-09-03,120504,Sip,2381,Delhi,Noida,T30,36-45,Female,58.3,Cheque,Pending
INV003584,2024-09-03,118636,Sip,6860,Punjab,Amritsar,B30,26-35,Male,12.6,Mandate,Pending
INV001214,2024-09-03,120507,Redemption,199144,Telangana,Hyderabad,T30,36-45,Male,19.8,Cheque,Pending
INV002864,2024-09-03,120843,Sip,2125,Madhya Pradesh,Bhopal,B30,26-35,Male,6.8,Mandate,Pending
INV004822,2024-09-04,120844,Sip,3461,Rajasthan,Udaipur,B30,26-35,Male,14.8,Mandate,Pending
INV002424,2024-09-04,148567,Sip,26070,Telangana,Hyderabad,T30,56+,Female,51.2,Net Banking,Pending
INV002639,2024-09-04,120507,Sip,26743,Gujarat,Ahmedabad,T30,36-45,Male,20.7,UPI,Pending
INV003045,2024-09-04,119552,Sip,11942,Telangana,Hyderabad,T30,26-35,Male,12.2,Cheque,Pending
INV001986,2024-09-04,119094,Redemption,128856,Madhya Pradesh,Indore,T30,36-45,Female,17.4,Net Banking,Pending
INV001343,2024-09-04,120506,Lumpsum,175204,Gujarat,Surat,T30,18-25,Female,6.9,Net Banking,Pending
INV001244,2024-09-06,100016,Sip,10987,Uttar Pradesh,Agra,B30,26-35,Male,20.0,Mandate,Pending
INV002758,2024-09-07,120506,Redemption,18249,Delhi,Gurugram,T30,26-35,Male,7.3,Mandate,Pending
INV004391,2024-09-07,119092,Sip,12260,Maharashtra,Mumbai,T30,26-35,Female,23.3,Mandate,Pending
INV004911,2024-09-07,119551,Sip,5622,West Bengal,Kolkata,T30,26-35,Female,9.4,Net Banking,Pending
INV004855,2024-09-07,119551,Sip,2320,Madhya Pradesh,Bhopal,B30,36-45,Female,49.4,Net Banking,Pending
INV000844,2024-09-08,119599,Sip,1148,Gujarat,Surat,T30,26-35,Male,6.5,UPI,Pending
INV004223,2024-09-08,100016,Lumpsum,428421,Uttar Pradesh,Agra,B30,36-45,Female,49.3,Net Banking,Pending
INV000697,2024-09-08,100016,Lumpsum,407537,Gujarat,Ahmedabad,T30,36-45,Male,41.4,Net Banking,Pending
INV004348,2024-09-08,119094,Lumpsum,186190,Delhi,New Delhi,T30,26-35,Female,13.4,UPI,Pending
INV000925,2024-09-09,102885,Lumpsum,452936,Karnataka,Mysore,B30,18-25,Male,3.6,Net Banking,Pending
INV002630,2024-09-09,120843,Sip,16150,Punjab,Amritsar,B30,36-45,Male,19.6,UPI,Pending
INV004503,2024-09-10,148569,Sip,11576,Gujarat,Ahmedabad,T30,36-45,Male,14.9,Net Banking,Pending
INV001815,2024-09-10,102887,Sip,5891,West Bengal,Kolkata,T30,26-35,Female,23.7,Net Banking,Pending
INV004266,2024-09-10,119093,Lumpsum,562361,Delhi,New Delhi,T30,36-45,Male,35.9,Cheque,Pending
INV002747,2024-09-10,120844,Lumpsum,378344,Haryana,Faridabad,B30,46-55,Male,34.0,UPI,Pending
INV003568,2024-09-11,101208,Lumpsum,44974,Tamil Nadu,Chennai,T30,18-25,Female,5.3,Mandate,Pending
INV003579,2024-09-11,148569,Sip,5677,West Bengal,Kolkata,T30,18-25,Male,4.6,Net Banking,Pending
INV004188,2024-09-11,149323,Lumpsum,259381,Tamil Nadu,Chennai,T30,26-35,Male,7.4,Net Banking,Pending
INV002409,2024-09-11,119095,Lumpsum,310198,Punjab,Amritsar,B30,18-25,Female,4.9,Mandate,Pending
INV001596,2024-09-12,120843,Redemption,96048,Telangana,Hyderabad,T30,46-55,Male,61.3,Cheque,Pending
INV002138,2024-09-12,119094,Sip,3323,Karnataka,Bangalore,T30,46-55,Female,78.2,UPI,Pending
INV002274,2024-09-12,125498,Lumpsum,303703,Tamil Nadu,Coimbatore,B30,18-25,Female,6.9,Cheque,Pending
INV003177,2024-09-12,102885,Redemption,38151,Uttar Pradesh,Kanpur,B30,18-25,Male,4.2,UPI,Pending
INV002523,2024-09-12,149322,Lumpsum,336950,Telangana,Hyderabad,T30,46-55,Female,57.2,Cheque,Pending
INV002090,2024-09-12,149322,Sip,1172,Maharashtra,Mumbai,T30,26-35,Male,23.7,Net Banking,Pending
INV004814,2024-09-13,101207,Sip,550,Karnataka,Bangalore,T30,18-25,Female,7.8,Cheque,Pending
INV003907,2024-09-13,120843,Sip,412,Gujarat,Surat,T30,46-55,Male,62.6,Net Banking,Pending
INV002093,2024-09-14,119120,Sip,1906,Punjab,Chandigarh,T30,26-35,Male,14.7,Net Banking,Pending
INV000334,2024-09-14,119095,Sip,25479,Uttar Pradesh,Lucknow,T30,56+,Male,22.6,Mandate,Pending
INV000662,2024-09-14,120503,Sip,2894,Gujarat,Surat,T30,36-45,Female,20.1,Cheque,Pending
INV004392,2024-09-15,148567,Sip,5091,West Bengal,Kolkata,T30,18-25,Male,6.7,Mandate,Pending
INV001393,2024-09-15,118636,Sip,11079,Punjab,Chandigarh,T30,56+,Male,67.6,UPI,Pending
INV004321,2024-09-15,120844,Sip,2790,West Bengal,Kolkata,T30,26-35,Male,16.0,Mandate,Pending
INV001360,2024-09-15,149322,Sip,8637,Telangana,Hyderabad,T30,36-45,Female,26.8,UPI,Pending
INV003663,2024-09-15,120506,Redemption,376591,Delhi,Gurugram,T30,26-35,Female,19.0,UPI,Pending
INV001987,2024-09-16,120842,Sip,50839,Tamil Nadu,Coimbatore,B30,18-25,Male,7.2,UPI,Pending
INV004258,2024-09-16,101208,Sip,3169,Gujarat,Ahmedabad,T30,36-45,Male,56.6,Net Banking,Pending
INV003554,2024-09-16,118636,Lumpsum,527519,Rajasthan,Jaipur,T30,26-35,Female,15.6,Net Banking,Pending
INV002896,2024-09-16,125498,Sip,2977,Maharashtra,Nashik,B30,26-35,Male,21.5,Net Banking,Pending
INV003727,2024-09-17,120842,Redemption,143124,Gujarat,Surat,T30,18-25,Female,7.2,UPI,Pending
INV001030,2024-09-17,118634,Lumpsum,26006,Maharashtra,Mumbai,T30,26-35,Female,22.8,Cheque,Pending
INV001883,2024-09-17,100025,Sip,2333,Maharashtra,Pune,T30,46-55,Male,69.3,Cheque,Pending
INV002953,2024-09-18,101208,Lumpsum,218394,Tamil Nadu,Coimbatore,B30,46-55,Male,62.4,Cheque,Pending
INV001896,2024-09-18,120505,Sip,4382,Tamil Nadu,Chennai,T30,36-45,Male,37.1,Mandate,Pending
INV002013,2024-09-18,120841,Redemption,289273,Rajasthan,Jaipur,T30,46-55,Male,30.2,Mandate,Pending
INV004443,2024-09-18,118632,Redemption,302770,Maharashtra,Nashik,B30,26-35,Female,13.0,Cheque,Pending
INV001060,2024-09-18,120842,Sip,29645,Telangana,Hyderabad,T30,36-45,Male,29.0,Cheque,Pending
INV003851,2024-09-19,125498,Redemption,292467,Karnataka,Bangalore,T30,46-55,Male,60.6,Net Banking,Pending
INV004124,2024-09-19,119598,Lumpsum,368028,Maharashtra,Nashik,B30,56+,Male,76.4,Mandate,Pending
INV004122,2024-09-19,120842,Sip,10219,West Bengal,Kolkata,T30,26-35,Male,20.5,Cheque,Pending
INV003345,2024-09-20,125497,Sip,20137,Maharashtra,Pune,T30,26-35,Female,17.7,Cheque,Pending
INV003663,2024-09-20,101206,Sip,50769,Delhi,Gurugram,T30,26-35,Female,19.0,Mandate,Pending
INV000057,2024-09-21,148568,Sip,988,Tamil Nadu,Chennai,T30,36-45,Male,59.9,Net Banking,Pending
INV003925,2024-09-21,120506,Sip,1795,Punjab,Amritsar,B30,26-35,Female,14.2,UPI,Pending
INV000699,2024-09-21,120841,Sip,20059,Rajasthan,Jaipur,T30,18-25,Male,7.7,UPI,Pending
INV002939,2024-09-21,100025,Lumpsum,222619,Rajasthan,Udaipur,B30,18-25,Male,3.1,Cheque,Pending
INV001811,2024-09-21,100025,Sip,24789,Punjab,Amritsar,B30,18-25,Male,7.8,Net Banking,Pending
INV000775,2024-09-21,125498,Sip,44329,Gujarat,Surat,T30,26-35,Male,15.1,Mandate,Pending
INV002637,2024-09-22,149322,Sip,1923,Telangana,Hyderabad,T30,26-35,Male,14.4,Mandate,Pending
INV004617,2024-09-22,120507,Sip,47446,Karnataka,Bangalore,T30,26-35,Male,22.1,Net Banking,Pending
INV003433,2024-09-23,119120,Sip,8043,Rajasthan,Jaipur,T30,26-35,Female,9.1,UPI,Pending
INV000765,2024-09-23,120844,Redemption,294080,Telangana,Hyderabad,T30,18-25,Male,4.6,Cheque,Pending
INV000527,2024-09-23,100016,Redemption,181156,Telangana,Hyderabad,T30,26-35,Male,12.1,Net Banking,Pending
INV004143,2024-09-23,120841,Lumpsum,61126,Gujarat,Ahmedabad,T30,18-25,Male,7.4,Cheque,Pending
INV001113,2024-09-23,100033,Sip,58640,Rajasthan,Jaipur,T30,26-35,Female,11.7,UPI,Pending
INV003943,2024-09-24,119094,Lumpsum,109343,Telangana,Hyderabad,T30,46-55,Male,46.2,UPI,Pending
INV004744,2024-09-24,120843,Lumpsum,300614,Telangana,Hyderabad,T30,26-35,Female,16.0,Cheque,Pending
INV003588,2024-09-24,101208,Sip,2433,Gujarat,Ahmedabad,T30,36-45,Female,29.3,UPI,Pending
INV003574,2024-09-24,120843,Redemption,354343,Haryana,Faridabad,B30,46-55,Male,48.4,Mandate,Pending
INV000545,2024-09-24,120503,Sip,1700,Telangana,Hyderabad,T30,26-35,Male,23.6,Net Banking,Pending
INV000747,2024-09-24,102887,Sip,2033,West Bengal,Kolkata,T30,36-45,Female,40.3,Net Banking,Pending
INV004465,2024-09-25,119598,Lumpsum,136555,Gujarat,Surat,T30,26-35,Male,14.2,Net Banking,Pending
INV000744,2024-09-25,100033,Lumpsum,330494,Uttar Pradesh,Kanpur,B30,56+,Female,49.8,Mandate,Pending
INV004770,2024-09-26,149323,Sip,3404,Gujarat,Surat,T30,18-25,Female,5.2,Cheque,Pending
INV002841,2024-09-26,118636,Sip,5539,Uttar Pradesh,Kanpur,B30,26-35,Male,13.2,Net Banking,Pending
INV004448,2024-09-26,119598,Sip,52231,Karnataka,Mysore,B30,26-35,Male,20.3,UPI,Pending
INV004410,2024-09-26,119599,Sip,6995,Tamil Nadu,Chennai,T30,36-45,Male,45.5,UPI,Pending
INV002330,2024-09-26,149322,Sip,5734,Madhya Pradesh,Indore,T30,26-35,Female,17.5,Net Banking,Pending
INV001772,2024-09-26,119094,Redemption,84055,Telangana,Hyderabad,T30,36-45,Male,31.2,Net Banking,Pending
INV002225,2024-09-26,149322,Sip,512,Punjab,Amritsar,B30,46-55,Male,86.2,Cheque,Pending
INV000252,2024-09-26,120503,Sip,2700,Gujarat,Surat,T30,46-55,Female,24.4,Cheque,Pending
INV000614,2024-09-27,125497,Sip,3184,Rajasthan,Udaipur,B30,26-35,Male,6.1,Net Banking,Pending
INV003091,2024-09-27,120506,Sip,2776,Delhi,New Delhi,T30,36-45,Female,36.4,Mandate,Pending
INV001670,2024-09-27,101208,Lumpsum,325849,West Bengal,Kolkata,T30,26-35,Male,16.5,Mandate,Pending
INV004324,2024-09-27,120504,Lumpsum,251494,Madhya Pradesh,Indore,T30,36-45,Male,42.4,Net Banking,Pending
INV001968,2024-09-27,149322,Sip,17494,Tamil Nadu,Chennai,T30,26-35,Female,24.9,Net Banking,Pending
INV000633,2024-09-27,119095,Sip,3528,Karnataka,Bangalore,T30,46-55,Male,69.2,Net Banking,Pending
INV000128,2024-09-28,101207,Lumpsum,252832,Rajasthan,Jaipur,T30,36-45,Female,50.9,Mandate,Pending
INV001971,2024-09-28,101207,Lumpsum,175856,Gujarat,Ahmedabad,T30,26-35,Male,21.0,Mandate,Pending
INV004039,2024-09-28,148568,Sip,3092,Gujarat,Surat,T30,46-55,Female,89.7,Cheque,Pending
INV003256,2024-09-28,119552,Lumpsum,461857,Punjab,Amritsar,B30,46-55,Male,26.0,Net Banking,Pending
INV002992,2024-09-29,119551,Sip,2441,Tamil Nadu,Chennai,T30,26-35,Male,14.6,UPI,Pending
INV002869,2024-09-29,118633,Sip,15037,Haryana,Faridabad,B30,26-35,Male,19.9,Cheque,Pending
INV000563,2024-09-29,148569,Sip,1612,Uttar Pradesh,Lucknow,T30,26-35,Male,15.5,Cheque,Pending
INV003638,2024-09-29,125498,Sip,9936,West Bengal,Kolkata,T30,56+,Male,27.1,Net Banking,Pending
INV003459,2024-09-29,148568,Sip,8099,Karnataka,Mysore,B30,26-35,Female,23.5,UPI,Pending
INV001130,2024-09-30,119598,Sip,14837,Rajasthan,Jaipur,T30,18-25,Female,3.2,UPI,Pending
INV004901,2024-09-30,119120,Lumpsum,6086,Haryana,Gurugram,T30,26-35,Female,10.8,Net Banking,Pending
INV003601,2024-09-30,119551,Sip,3580,Haryana,Faridabad,B30,26-35,Female,17.0,Net Banking,Pending
INV003767,2024-09-30,119093,Lumpsum,257531,Madhya Pradesh,Bhopal,B30,36-45,Female,13.6,Net Banking,Pending
INV003977,2024-09-30,120507,Sip,2442,Rajasthan,Udaipur,B30,46-55,Male,77.8,UPI,Pending
INV003599,2024-09-30,120842,Sip,50100,Madhya Pradesh,Indore,T30,46-55,Male,43.2,UPI,Pending
INV002954,2024-10-01,120842,Lumpsum,250823,Delhi,New Delhi,T30,26-35,Female,6.0,Mandate,Pending
INV000853,2024-10-01,102885,Sip,8628,Punjab,Chandigarh,T30,26-35,Female,8.0,Net Banking,Pending
INV002467,2024-10-01,100025,Sip,21251,Punjab,Chandigarh,T30,36-45,Male,12.3,UPI,Pending
INV004823,2024-10-01,119092,Lumpsum,371623,Rajasthan,Jaipur,T30,36-45,Female,52.6,UPI,Pending
INV003581,2024-10-02,101208,Sip,1870,Tamil Nadu,Coimbatore,B30,56+,Male,15.3,Net Banking,Pending
INV001498,2024-10-02,120844,Lumpsum,240827,Gujarat,Ahmedabad,T30,36-45,Male,34.7,Net Banking,Pending
INV002981,2024-10-02,120843,Redemption,101381,Maharashtra,Mumbai,T30,18-25,Female,7.3,Cheque,Pending
INV000098,2024-10-02,148569,Sip,2712,Telangana,Hyderabad,T30,36-45,Male,33.8,Cheque,Pending
INV002065,2024-10-02,148567,Sip,4495,Rajasthan,Udaipur,B30,46-55,Male,78.6,Mandate,Pending
INV002348,2024-10-03,120503,Sip,852,Uttar Pradesh,Agra,B30,26-35,Male,13.4,Cheque,Pending
INV001280,2024-10-03,120505,Redemption,237602,Rajasthan,Jaipur,T30,18-25,Male,4.7,UPI,Pending
INV000531,2024-10-03,101207,Sip,15229,Delhi,Gurugram,T30,56+,Male,64.9,UPI,Pending
INV002668,2024-10-03,100033,Sip,4374,Delhi,Gurugram,T30,26-35,Male,9.8,Net Banking,Pending
INV003075,2024-10-04,102887,Sip,3347,Delhi,Gurugram,T30,46-55,Male,83.5,Net Banking,Pending
INV002831,2024-10-04,118633,Sip,2514,Telangana,Hyderabad,T30,56+,Female,78.0,Net Banking,Pending
INV001763,2024-10-04,101207,Sip,9193,Uttar Pradesh,Lucknow,T30,46-55,Male,42.0,Net Banking,Pending
INV002811,2024-10-04,101206,Lumpsum,117441,Uttar Pradesh,Agra,B30,36-45,Male,43.7,Net Banking,Pending
INV003467,2024-10-04,120506,Redemption,281527,Madhya Pradesh,Indore,T30,46-55,Female,89.7,Net Banking,Pending
INV004984,2024-10-05,120841,Lumpsum,158979,Uttar Pradesh,Agra,B30,46-55,Female,78.8,UPI,Pending
INV003686,2024-10-05,118634,Lumpsum,60916,Gujarat,Surat,T30,18-25,Male,3.8,UPI,Pending
INV000850,2024-10-05,120505,Sip,447,Maharashtra,Pune,T30,36-45,Male,23.7,Net Banking,Pending
INV003513,2024-10-05,120504,Lumpsum,320161,West Bengal,Kolkata,T30,36-45,Male,57.3,UPI,Pending
INV000847,2024-10-05,120841,Sip,2417,West Bengal,Kolkata,T30,26-35,Female,17.8,UPI,Pending
INV003220,2024-10-05,101206,Sip,17130,Madhya Pradesh,Bhopal,B30,26-35,Male,7.6,Cheque,Pending
INV004595,2024-10-06,118635,Lumpsum,203490,Rajasthan,Udaipur,B30,36-45,Male,24.0,Net Banking,Pending
INV000614,2024-10-06,119093,Lumpsum,173320,Rajasthan,Udaipur,B30,26-35,Male,6.1,Mandate,Pending
INV002112,2024-10-06,101206,Sip,7367,Madhya Pradesh,Indore,T30,56+,Male,41.3,Cheque,Pending
INV003335,2024-10-06,149323,Redemption,87690,Maharashtra,Pune,T30,18-25,Male,4.1,Net Banking,Pending
INV000693,2024-10-06,120841,Lumpsum,431855,Haryana,Faridabad,B30,26-35,Male,11.0,Cheque,Pending
INV004764,2024-10-06,118636,Sip,4912,Punjab,Amritsar,B30,46-55,Female,79.4,UPI,Pending
INV001530,2024-10-06,119598,Sip,2011,Telangana,Hyderabad,T30,26-35,Male,21.0,UPI,Pending
INV003872,2024-10-06,119552,Lumpsum,460938,Uttar Pradesh,Kanpur,B30,26-35,Male,20.1,Net Banking,Pending
INV004683,2024-10-07,125497,Sip,11702,Madhya Pradesh,Indore,T30,26-35,Male,14.4,Mandate,Pending
INV004201,2024-10-07,119551,Lumpsum,330253,Telangana,Hyderabad,T30,36-45,Male,20.2,Mandate,Pending
INV003104,2024-10-07,120504,Lumpsum,253172,Uttar Pradesh,Lucknow,T30,26-35,Male,7.8,UPI,Pending
INV000191,2024-10-07,100016,Sip,7916,Karnataka,Bangalore,T30,26-35,Male,23.1,Cheque,Pending
INV000781,2024-10-07,100025,Sip,27804,Delhi,Gurugram,T30,26-35,Male,6.8,Cheque,Pending
INV003720,2024-10-07,120844,Sip,9402,Madhya Pradesh,Bhopal,B30,36-45,Female,49.4,Cheque,Pending
INV001328,2024-10-07,119094,Sip,1985,Uttar Pradesh,Lucknow,T30,26-35,Male,7.4,Cheque,Pending
INV004742,2024-10-07,119552,Redemption,179146,Punjab,Chandigarh,T30,26-35,Male,16.2,Cheque,Pending
INV001377,2024-10-07,119552,Redemption,199643,Maharashtra,Mumbai,T30,56+,Female,64.7,UPI,Pending
INV002347,2024-10-08,101208,Sip,10578,Delhi,New Delhi,T30,26-35,Female,6.5,Net Banking,Pending
INV003416,2024-10-08,120505,Lumpsum,39429,West Bengal,Kolkata,T30,26-35,Male,22.3,UPI,Pending
INV000566,2024-10-08,120505,Lumpsum,311055,Uttar Pradesh,Agra,B30,36-45,Male,18.2,Net Banking,Pending
INV001128,2024-10-09,100025,Sip,15981,West Bengal,Kolkata,T30,36-45,Female,43.2,UPI,Pending
INV002535,2024-10-09,119095,Sip,5056,Rajasthan,Udaipur,B30,36-45,Male,22.6,Net Banking,Pending
INV000997,2024-10-09,149324,Sip,2130,Rajasthan,Udaipur,B30,26-35,Male,17.8,Mandate,Pending
INV001223,2024-10-09,102886,Sip,11240,Punjab,Amritsar,B30,56+,Male,46.0,Net Banking,Pending
INV004284,2024-10-10,118634,Sip,7421,Rajasthan,Udaipur,B30,36-45,Male,40.7,Cheque,Pending
INV003463,2024-10-10,125497,Sip,2036,Uttar Pradesh,Kanpur,B30,26-35,Male,14.1,Cheque,Pending
INV003710,2024-10-10,118636,Sip,29357,Rajasthan,Udaipur,B30,26-35,Male,19.6,Net Banking,Pending
INV001049,2024-10-10,120505,Redemption,430387,Madhya Pradesh,Indore,T30,36-45,Female,52.5,UPI,Pending
INV002382,2024-10-10,118632,Sip,2234,Maharashtra,Mumbai,T30,26-35,Male,18.5,Cheque,Pending
INV002122,2024-10-10,149324,Sip,2275,Gujarat,Ahmedabad,T30,46-55,Male,46.3,Cheque,Pending
INV003634,2024-10-11,100016,Sip,948,Punjab,Chandigarh,T30,46-55,Female,87.5,Cheque,Pending
INV002417,2024-10-11,119599,Sip,58191,Tamil Nadu,Coimbatore,B30,26-35,Male,16.8,Cheque,Pending
INV001701,2024-10-11,100033,Lumpsum,402649,Karnataka,Mysore,B30,26-35,Female,24.4,UPI,Pending
INV003182,2024-10-11,119598,Sip,55841,Tamil Nadu,Chennai,T30,18-25,Female,4.8,Mandate,Pending
INV003475,2024-10-11,120843,Sip,2933,Telangana,Hyderabad,T30,26-35,Male,20.7,UPI,Pending
INV001257,2024-10-11,120841,Redemption,345826,Punjab,Chandigarh,T30,26-35,Female,6.3,Mandate,Pending
INV000005,2024-10-11,120504,Sip,48844,Punjab,Amritsar,B30,26-35,Female,10.4,Net Banking,Pending
INV002112,2024-10-11,100025,Sip,29226,Madhya Pradesh,Indore,T30,56+,Male,41.3,UPI,Pending
INV003809,2024-10-12,100016,Lumpsum,543293,Tamil Nadu,Coimbatore,B30,36-45,Male,45.3,Mandate,Pending
INV000332,2024-10-12,119599,Sip,2827,Telangana,Hyderabad,T30,36-45,Female,12.9,Cheque,Pending
INV000772,2024-10-12,118632,Redemption,286484,Karnataka,Bangalore,T30,56+,Female,16.1,Cheque,Pending
INV001312,2024-10-12,120842,Sip,2739,Delhi,Noida,T30,26-35,Male,6.9,Net Banking,Pending
INV004412,2024-10-12,120503,Sip,1033,Punjab,Amritsar,B30,26-35,Female,21.6,UPI,Pending
INV001075,2024-10-12,149323,Sip,2045,Punjab,Chandigarh,T30,26-35,Female,24.5,UPI,Pending
INV002810,2024-10-13,120842,Lumpsum,410937,Punjab,Amritsar,B30,36-45,Male,33.2,Cheque,Pending
INV003821,2024-10-13,119093,Lumpsum,338330,Delhi,Noida,T30,18-25,Female,6.4,Net Banking,Pending
INV002282,2024-10-13,120504,Sip,6845,West Bengal,Kolkata,T30,36-45,Male,53.7,Cheque,Pending
INV002106,2024-10-13,148568,Lumpsum,19355,Uttar Pradesh,Lucknow,T30,26-35,Male,20.8,Cheque,Pending
INV001049,2024-10-13,149322,Sip,1943,Madhya Pradesh,Indore,T30,36-45,Female,52.5,Net Banking,Pending
INV000655,2024-10-13,120844,Lumpsum,308880,Karnataka,Bangalore,T30,26-35,Male,8.0,UPI,Pending
INV002567,2024-10-14,120842,Sip,7411,Madhya Pradesh,Indore,T30,36-45,Male,20.3,UPI,Pending
INV002837,2024-10-14,125497,Redemption,162840,Delhi,Gurugram,T30,26-35,Female,14.6,UPI,Pending
INV001111,2024-10-14,118636,Sip,1771,Delhi,Gurugram,T30,18-25,Male,7.8,Net Banking,Pending
INV000344,2024-10-15,120505,Sip,2887,Madhya Pradesh,Bhopal,B30,36-45,Male,56.7,Cheque,Pending
INV003654,2024-10-15,119120,Sip,11981,Delhi,New Delhi,T30,18-25,Male,6.6,Cheque,Pending
INV000636,2024-10-15,119552,Lumpsum,181164,Delhi,Noida,T30,46-55,Male,79.6,Mandate,Pending
INV004098,2024-10-15,149322,Sip,949,Delhi,Noida,T30,26-35,Male,11.3,Cheque,Pending
INV004118,2024-10-15,118636,Sip,23215,Punjab,Chandigarh,T30,36-45,Male,26.2,Mandate,Pending
INV001748,2024-10-15,118634,Lumpsum,204081,Gujarat,Ahmedabad,T30,36-45,Female,16.2,Mandate,Pending
INV003884,2024-10-16,118636,Sip,43823,Rajasthan,Udaipur,B30,18-25,Male,6.6,Cheque,Pending
INV002355,2024-10-16,149322,Sip,7493,Rajasthan,Jaipur,T30,26-35,Female,23.7,Mandate,Pending
INV001661,2024-10-16,125498,Redemption,257136,Uttar Pradesh,Lucknow,T30,56+,Female,26.4,Mandate,Pending
INV001359,2024-10-16,120504,Redemption,196574,Haryana,Gurugram,T30,36-45,Female,41.8,UPI,Pending
INV003755,2024-10-16,120842,Sip,15625,Punjab,Chandigarh,T30,46-55,Male,42.7,Net Banking,Pending
INV001600,2024-10-16,101206,Sip,45333,Rajasthan,Jaipur,T30,26-35,Female,22.9,UPI,Pending
INV000511,2024-10-17,118635,Sip,43614,Punjab,Chandigarh,T30,46-55,Male,88.7,Net Banking,Pending
INV000293,2024-10-17,120842,Sip,9055,Karnataka,Mysore,B30,26-35,Female,19.3,UPI,Pending
INV000192,2024-10-17,119551,Sip,1880,Haryana,Faridabad,B30,26-35,Male,24.4,Net Banking,Pending
INV000092,2024-10-18,119599,Sip,1729,Haryana,Gurugram,T30,18-25,Female,3.7,Net Banking,Pending
INV001390,2024-10-18,119095,Lumpsum,199448,Haryana,Gurugram,T30,26-35,Female,13.0,Mandate,Pending
INV003851,2024-10-18,118634,Sip,10462,Karnataka,Bangalore,T30,46-55,Male,60.6,Mandate,Pending
INV001687,2024-10-18,149323,Sip,7175,West Bengal,Kolkata,T30,26-35,Male,7.6,Mandate,Pending
INV004450,2024-10-18,119094,Redemption,146320,Tamil Nadu,Coimbatore,B30,36-45,Male,16.7,Net Banking,Pending
INV004889,2024-10-19,149322,Sip,2885,Rajasthan,Jaipur,T30,46-55,Male,34.5,Net Banking,Pending
INV004584,2024-10-19,101206,Lumpsum,258193,Uttar Pradesh,Kanpur,B30,56+,Male,47.5,Cheque,Pending
INV001782,2024-10-19,148568,Sip,2325,Uttar Pradesh,Agra,B30,36-45,Female,47.5,UPI,Pending
INV001743,2024-10-19,119120,Sip,14864,Telangana,Hyderabad,T30,26-35,Male,23.5,Net Banking,Pending
INV002346,2024-10-19,120503,Lumpsum,115690,Maharashtra,Mumbai,T30,36-45,Male,54.5,UPI,Pending
INV001208,2024-10-20,120505,Sip,6212,Gujarat,Ahmedabad,T30,56+,Male,18.7,Mandate,Pending
INV002344,2024-10-20,120505,Redemption,358748,Punjab,Chandigarh,T30,46-55,Female,92.9,Mandate,Pending
INV004398,2024-10-20,120506,Redemption,133805,Punjab,Chandigarh,T30,46-55,Male,95.2,Cheque,Pending
INV002493,2024-10-20,101207,Sip,55279,Maharashtra,Mumbai,T30,56+,Female,27.1,Net Banking,Pending
INV004955,2024-10-21,100033,Sip,5837,Madhya Pradesh,Bhopal,B30,46-55,Male,63.3,Net Banking,Pending
INV001131,2024-10-21,119094,Redemption,137631,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,Net Banking,Pending
INV002304,2024-10-21,149324,Sip,442,Karnataka,Mysore,B30,46-55,Male,57.7,UPI,Pending
INV002582,2024-10-22,118632,Sip,1168,Telangana,Hyderabad,T30,26-35,Female,11.1,Net Banking,Pending
